Synonyms	Symbol	Chromosome
ACTRT1	ACTRT1	X
AIP1	ACTRT1	X
ARIP1	ACTRT1	X
ARPT1	ACTRT1	X
HSD27	ACTRT1	X
KRT18P44	KRT18P44	X
-	KRT18P44	X
GPR119	GPR119	X
GPCR2	GPR119	X
PAGE3	PAGE3	X
CT16.6	PAGE3	X
GAGED1	PAGE3	X
PAGE-3	PAGE3	X
RBMXL3	RBMXL3	X
CXorf55	RBMXL3	X
DOCK11	DOCK11	X
ACG	DOCK11	X
ZIZ2	DOCK11	X
bB128O4.1	DOCK11	X
SPIN4	SPIN4	X
TDRD28	SPIN4	X
LOC139952	LOC139952	X
-	LOC139952	X
LOC139957	LOC139957	X
-	LOC139957	X
TUBB1P2	TUBB1P2	Y
-	TUBB1P2	Y
GAPDHP19	GAPDHP19	Y
-	GAPDHP19	Y
RPS4Y2	RPS4Y2	Y
RPS4Y2P	RPS4Y2	Y
CDY10P	CDY10P	Y
-	CDY10P	Y
RBMY2KP	RBMY2KP	Y
-	RBMY2KP	Y
RBMY2MP	RBMY2MP	Y
-	RBMY2MP	Y
RBMY2CP	RBMY2CP	Y
RBMY2	RBMY2CP	Y
KRTAP13-1	KRTAP13-1	21
KAP13.1	KRTAP13-1	21
KRTAP13.1	KRTAP13-1	21
TCP10L	TCP10L	21
C21orf77	TCP10L	21
PRED77	TCP10L	21
TCP10A-2	TCP10L	21
RNF113B	RNF113B	13
RNF161	RNF113B	13
ZNF183L1	RNF113B	13
bA10G5.1	RNF113B	13
SCA9	SCA9	-
-	SCA9	-
MUC17	MUC17	7
MUC-17	MUC17	7
MUC-3	MUC17	7
MUC3	MUC17	7
PSORS8	PSORS8	16
-	PSORS8	16
ASB11	ASB11	X
-	ASB11	X
ASB5	ASB5	4
ASB-5	ASB5	4
ASB6	ASB6	9
-	ASB6	9
ASB7	ASB7	15
-	ASB7	15
ASB8	ASB8	12
PP14212	ASB8	12
ASB9	ASB9	X
-	ASB9	X
PISRT1	PISRT1	3
NCRNA00195	PISRT1	3
MYL6B	MYL6B	12
MLC1SA	MYL6B	12
ZNF358	ZNF358	19
ZFEND	ZNF358	19
COX11P1	COX11P1	6
COX11	COX11P1	6
COX11P	COX11P1	6
MYO3B	MYO3B	2
-	MYO3B	2
RNF32	RNF32	7
FKSG33	RNF32	7
HSD15	RNF32	7
LMBR2	RNF32	7
LI5	LI5	-
-	LI5	-
APOBEC3D	APOBEC3D	22
A3D	APOBEC3D	22
APOBEC3DE	APOBEC3D	22
APOBEC3E	APOBEC3D	22
ARP6	APOBEC3D	22
S100A16	S100A16	1
AAG13	S100A16	1
DT1P1A7	S100A16	1
S100F	S100A16	1
CHODL	CHODL	21
C21orf68	CHODL	21
MT75	CHODL	21
PRED12	CHODL	21
DEFB104A	DEFB104A	8
BD-4	DEFB104A	8
DEFB-4	DEFB104A	8
DEFB104	DEFB104A	8
DEFB4	DEFB104A	8
hBD-4	DEFB104A	8
TCEAL2	TCEAL2	X
MY0876G05	TCEAL2	X
WEX1	TCEAL2	X
my048	TCEAL2	X
COX6B1P1	COX6B1P1	7
COX6BP-1	COX6B1P1	7
COX6BP1	COX6B1P1	7
SELENOM	SELENOM	22
SELM	SELENOM	22
SEPM	SELENOM	22
NEK7	NEK7	1
-	NEK7	1
ZFP28	ZFP28	19
mkr5	ZFP28	19
FAUP1	FAUP1	18
FAU1P	FAUP1	18
RPS30_2_1613	FAUP1	18
ACTRT2	ACTRT2	1
ARPM2	ACTRT2	1
ARPT2	ACTRT2	1
Arp-T2	ACTRT2	1
HARPM2	ACTRT2	1
GATA5	GATA5	20
GATAS	GATA5	20
bB379O24.1	GATA5	20
RPL21P4	RPL21P4	17
RPL21_58_1548	RPL21P4	17
MLLT10P1	MLLT10P1	20
MLLT10L	MLLT10P1	20
bA348I14.3	MLLT10P1	20
SLC32A1	SLC32A1	20
VGAT	SLC32A1	20
VIAAT	SLC32A1	20
C20orf96	C20orf96	20
dJ1103G7.2	C20orf96	20
BPIFA2	BPIFA2	20
C20orf70	BPIFA2	20
PSP	BPIFA2	20
SPLUNC2	BPIFA2	20
bA49G10.1	BPIFA2	20
ZBTB46	ZBTB46	20
BTBD4	ZBTB46	20
BZEL	ZBTB46	20
RINZF	ZBTB46	20
ZNF340	ZBTB46	20
dJ583P15.7	ZBTB46	20
dJ583P15.8	ZBTB46	20
WFDC3	WFDC3	20
WAP14	WFDC3	20
dJ447F3.3	WFDC3	20
GCNT7	GCNT7	20
C20orf105	GCNT7	20
dJ1153D9.2	GCNT7	20
gcnt	GCNT7	20
NOL4L	NOL4L	20
C20orf112	NOL4L	20
C20orf113	NOL4L	20
dJ1184F4.2	NOL4L	20
dJ1184F4.4	NOL4L	20
CBLN4	CBLN4	20
CBLNL1	CBLN4	20
CTCFL	CTCFL	20
BORIS	CTCFL	20
CT27	CTCFL	20
CTCF-T	CTCFL	20
HMGB1L1	CTCFL	20
dJ579F20.2	CTCFL	20
TRIM69	TRIM69	15
HSD-34	TRIM69	15
HSD34	TRIM69	15
RNF36	TRIM69	15
Trif	TRIM69	15
COX7BP2	COX7BP2	20
dJ901O8.2	COX7BP2	20
RPL7P2	RPL7P2	20
bA550O8.1	RPL7P2	20
RPL37P1	RPL37P1	20
RPL37_9_1698	RPL37P1	20
bA563A22B.2	RPL37P1	20
RPL36P1	RPL36P1	20
RPL36_9_1713	RPL36P1	20
bA80K6.3	RPL36P1	20
MROH8	MROH8	20
C20orf131	MROH8	20
C20orf132	MROH8	20
dJ621N11.3	MROH8	20
dJ621N11.4	MROH8	20
SAMD10	SAMD10	20
C20orf136	SAMD10	20
dJ591C20	SAMD10	20
dJ591C20.7	SAMD10	20
ABHD16B	ABHD16B	20
C20orf135	ABHD16B	20
dJ591C20.1	ABHD16B	20
CCM2L	CCM2L	20
C20orf160	CCM2L	20
dJ310O13.5	CCM2L	20
BRI3BP	BRI3BP	12
BNAS1	BRI3BP	12
HCCR-1	BRI3BP	12
HCCR-2	BRI3BP	12
HCCRBP-1	BRI3BP	12
HCCRBP-3	BRI3BP	12
KG19	BRI3BP	12
SOGA1	SOGA1	20
C20orf117	SOGA1	20
KIAA0889	SOGA1	20
SOGA	SOGA1	20
TLDC2	TLDC2	20
C20orf118	TLDC2	20
RPS3AP3	RPS3AP3	20
bA332A4.2	RPS3AP3	20
RPS27AP3	RPS27AP3	20
RPS27AP	RPS27AP3	20
RPS27A_8_1699	RPS27AP3	20
bA332A4.3	RPS27AP3	20
RPL21P2	RPL21P2	20
RPL21_65_1679	RPL21P2	20
bA352D3.1	RPL21P2	20
RPL35AP	RPL35AP	20
RPL35A_15_1710	RPL35AP	20
bA456N23.1	RPL35AP	20
RPL37AP1	RPL37AP1	20
RPL37A_5_1704	RPL37AP1	20
dJ1013A22.4	RPL37AP1	20
RPL31P3	RPL31P3	20
RPL31_24_1693	RPL31P3	20
dJ1018D12.4	RPL31P3	20
RPL39P	RPL39P	20
RPL39_20_1715	RPL39P	20
dJ1167H4.5	RPL39P	20
RIMS4	RIMS4	20
C20orf190	RIMS4	20
RIM 4	RIMS4	20
RIM-4	RIMS4	20
RIM4	RIMS4	20
RIM4-gamma	RIMS4	20
RIM4gamma	RIMS4	20
ANKRD60	ANKRD60	20
C20orf86	ANKRD60	20
bA196N14.3	ANKRD60	20
SUN5	SUN5	20
SPAG4L	SUN5	20
SPGF16	SUN5	20
TSARG4	SUN5	20
dJ726C3.1	SUN5	20
MACROD2	MACROD2	20
C20orf133	MACROD2	20
DYNLL2	DYNLL2	17
DNCL1B	DYNLL2	17
Dlc2	DYNLL2	17
RSPH22	DYNLL2	17
TMEM37	TMEM37	2
PR	TMEM37	2
PR1	TMEM37	2
UBE2F	UBE2F	2
NCE2	UBE2F	2
RPL17P1	RPL17P1	20
RPL17_18_1690	RPL17P1	20
dJ1178H5.1	RPL17P1	20
RPL5P2	RPL5P2	20
RPL5_14_1705	RPL5P2	20
dJ461P17.5	RPL5P2	20
RPL36P4	RPL36P4	20
RPL36_7_1697	RPL36P4	20
dJ477O4.3	RPL36P4	20
RPL36P2	RPL36P2	20
RPL36_8_1711	RPL36P2	20
dJ530I15.5	RPL36P2	20
RPS27AP2	RPS27AP2	20
RPS27A_7_1686	RPS27AP2	20
dJ531H16.4	RPS27AP2	20
RPL31P2	RPL31P2	20
RPL31_25_1695	RPL31P2	20
dJ553F4.5	RPL31P2	20
RPS3P1	RPS3P1	20
dJ631M13.3	RPS3P1	20
RPS2P1	RPS2P1	20
RPS2_26_1696	RPS2P1	20
dJ64K7.1	RPS2P1	20
RPL7AP14	RPL7AP14	20
RPL7AL4	RPL7AP14	20
RPL7A_32_1700	RPL7AP14	20
dJ823N20.2	RPL7AP14	20
RSL24D1P6	RSL24D1P6	20
RPL24P1	RSL24D1P6	20
dJ836N17.3	RSL24D1P6	20
RPS10P2	RPS10P2	20
RPS10_15_1685	RPS10P2	20
dJ858M22.1	RPS10P2	20
RPL19P1	RPL19P1	20
RPL19_11_1678	RPL19P1	20
dJ860F19.2	RPL19P1	20
RPL24P2	RPL24P2	20
RPL24_5_1691	RPL24P2	20
dJ872K7.2	RPL24P2	20
RPS3P2	RPS3P2	20
RPS3_4_1701	RPS3P2	20
dJ927M24.3	RPS3P2	20
ADAMTS14	ADAMTS14	10
-	ADAMTS14	10
NRSN1	NRSN1	6
VMP	NRSN1	6
p24	NRSN1	6
SMCR5	SMCR5	17
NCRNA00034	SMCR5	17
SMCR6	SMCR6	17
-	SMCR6	17
SMCR8	SMCR8	17
-	SMCR8	17
PDB5	PDB5	2
-	PDB5	2
PDB6	PDB6	10
-	PDB6	10
RPL10L	RPL10L	14
RPL10_5_1358	RPL10L	14
LGV1	LGV1	4
-	LGV1	4
TRPM6	TRPM6	9
CHAK2	TRPM6	9
HMGX	TRPM6	9
HOMG	TRPM6	9
HOMG1	TRPM6	9
HSH	TRPM6	9
HT	HT	8
-	HT	8
KRT72	KRT72	12
K6IRS2	KRT72	12
K6irs	KRT72	12
KRT6	KRT72	12
KRT6IRS2	KRT72	12
SRXN1	SRXN1	20
C20orf139	SRXN1	20
Npn3	SRXN1	20
SRX	SRXN1	20
SRX1	SRXN1	20
RSS	RSS	17
SRS	RSS	17
ROMO1	ROMO1	20
C20orf52	ROMO1	20
MTGM	ROMO1	20
MTGMP	ROMO1	20
bA353C18.2	ROMO1	20
NEURL2	NEURL2	20
C20orf163	NEURL2	20
OZZ	NEURL2	20
OZZ-E3	NEURL2	20
LINC00261	LINC00261	20
ALIEN	LINC00261	20
C20orf56	LINC00261	20
DEANR1	LINC00261	20
HCCDR1	LINC00261	20
NCRNA00261	LINC00261	20
onco-lncRNA-17	LINC00261	20
ZSWIM3	ZSWIM3	20
C20orf164	ZSWIM3	20
PPP1R174	ZSWIM3	20
WFDC10A	WFDC10A	20
C20orf146	WFDC10A	20
WAP10	WFDC10A	20
dJ688G8.3	WFDC10A	20
LINC01620	LINC01620	20
C20orf62	LINC01620	20
dJ1013A22.3	LINC01620	20
BANF2	BANF2	20
BAF-L	BANF2	20
BAF2	BANF2	20
BAFL	BANF2	20
C20orf179	BANF2	20
NANP	NANP	20
C20orf147	NANP	20
HDHD4	NANP	20
dJ694B14.3	NANP	20
FAM83C-AS1	FAM83C-AS1	20
C20orf120	FAM83C-AS1	20
NCRNA00154	FAM83C-AS1	20
dJ614O4.3	FAM83C-AS1	20
MACROD2-IT1	MACROD2-IT1	20
C20orf68	MACROD2-IT1	20
NCRNA00227	MACROD2-IT1	20
bA467D7.4	MACROD2-IT1	20
LINC00266-1	LINC00266-1	20
C20orf69	LINC00266-1	20
NCRNA00266	LINC00266-1	20
NCRNA00266-1	LINC00266-1	20
bA476I15.3	LINC00266-1	20
DEFB127	DEFB127	20
C20orf73	DEFB127	20
DEF-27	DEFB127	20
DEFB-27	DEFB127	20
DEFB27	DEFB127	20
bA530N10.2	DEFB127	20
hBD-27	DEFB127	20
MT1P3	MT1P3	20
C20orf127	MT1P3	20
MTL4	MT1P3	20
dJ614O4.6	MT1P3	20
SCP2D1	SCP2D1	20
C20orf79	SCP2D1	20
HSD22	SCP2D1	20
dJ1068E13.2	SCP2D1	20
RPL7P3	RPL7P3	20
dJ353C17.2	RPL7P3	20
ISM1	ISM1	20
C20orf82	ISM1	20
ISM	ISM1	20
Isthmin	ISM1	20
bA149I18.1	ISM1	20
dJ1077I2.1	ISM1	20
SPINT5P	SPINT5P	20
C20orf168	SPINT5P	20
dJ447F3.6	SPINT5P	20
LINC00686	LINC00686	20
C20orf90	LINC00686	20
WFDC6	WFDC6	20
C20orf171	WFDC6	20
HEL-S-295	WFDC6	20
WAP6	WFDC6	20
dJ461P17.11	WFDC6	20
CFTRP1	CFTRP1	20
C20orf189	CFTRP1	20
dJ760C5.1	CFTRP1	20
C20orf173	C20orf173	20
dJ477O4.4	C20orf173	20
LINC00028	LINC00028	20
C20orf93	LINC00028	20
NCRNA00028	LINC00028	20
dJ1093G12.6	LINC00028	20
FAM65C	FAM65C	20
C20orf175	FAM65C	20
C20orf176	FAM65C	20
CST11	CST11	20
CST8L	CST11	20
CTES2	CST11	20
SC13	CST11	20
dJ322G13.6	CST11	20
DEFB129	DEFB129	20
C20orf87	DEFB129	20
DEFB-29	DEFB129	20
DEFB29	DEFB129	20
bA530N10.3	DEFB129	20
hBD-29	DEFB129	20
ZNF280B	ZNF280B	22
5'OY11.1	ZNF280B	22
D87009.C22.3	ZNF280B	22
SUHW2	ZNF280B	22
ZNF279	ZNF280B	22
ZNF632	ZNF280B	22
SIRPA	SIRPA	20
BIT	SIRPA	20
CD172A	SIRPA	20
MFR	SIRPA	20
MYD-1	SIRPA	20
P84	SIRPA	20
PTPNS1	SIRPA	20
SHPS1	SIRPA	20
SIRP	SIRPA	20
PABPC5	PABPC5	X
PABP5	PABPC5	X
SREK1	SREK1	5
SFRS12	SREK1	5
SRrp508	SREK1	5
SRrp86	SREK1	5
TCPT	TCPT	11
-	TCPT	11
RBBP8NL	RBBP8NL	20
C20orf151	RBBP8NL	20
CNBD2	CNBD2	20
C20orf152	CNBD2	20
CNMPD1	CNBD2	20
HSPE1P1	HSPE1P1	20
HSPEP1	HSPE1P1	20
bA101E14.1	HSPE1P1	20
STK35	STK35	20
CLIK1	STK35	20
STK35L1	STK35	20
R3HDML	R3HDML	20
dJ881L22.3	R3HDML	20
SPG18	SPG18	-
-	SPG18	-
SPG19	SPG19	9
-	SPG19	9
MTCO2P1	MTCO2P1	20
MTCO2L	MTCO2P1	20
dJ342K12.1	MTCO2P1	20
PPIAP10	PPIAP10	20
CRP	PPIAP10	20
PPIAL2	PPIAP10	20
PPIP10	PPIAP10	20
dJ823G15.1	PPIAP10	20
PPP2R5CP	PPP2R5CP	3
-	PPP2R5CP	3
DCANP1	DCANP1	5
C5orf20	DCANP1	5
DCNP1	DCANP1	5
MIB2	MIB2	1
ZZANK1	MIB2	1
ZZZ5	MIB2	1
DUSP19	DUSP19	2
DUSP17	DUSP19	2
LMWDSP3	DUSP19	2
SKRP1	DUSP19	2
TS-DSP1	DUSP19	2
SLC34A3	SLC34A3	9
HHRH	SLC34A3	9
NPTIIc	SLC34A3	9
ITLN2	ITLN2	1
HL-2	ITLN2	1
HL2	ITLN2	1
RAB40A	RAB40A	X
RAR2	RAB40A	X
RAR2A	RAB40A	X
ASB15	ASB15	7
-	ASB15	7
ASB14	ASB14	3
-	ASB14	3
ASB12	ASB12	X
-	ASB12	X
ACSM6	ACSM6	10
C10orf129	ACSM6	10
bA310E22.3	ACSM6	10
SAMD8	SAMD8	10
HEL-177	SAMD8	10
SMSr	SAMD8	10
LIPJ	LIPJ	10
LIPL1	LIPJ	10
bA425M17.2	LIPJ	10
CFL1P1	CFL1P1	10
CFLP1	CFL1P1	10
LOC142937	LOC142937	10
-	LOC142937	10
TRUB1	TRUB1	10
PUS4	TRUB1	10
MPP7	MPP7	10
-	MPP7	10
FRMPD2	FRMPD2	10
PDZD5C	FRMPD2	10
PDZK4	FRMPD2	10
PDZK5C	FRMPD2	10
VTI1A	VTI1A	10
MMDS3	VTI1A	10
MVti1	VTI1A	10
VTI1RP2	VTI1A	10
Vti1-rp2	VTI1A	10
LOC143188	LOC143188	10
-	LOC143188	10
DYDC1	DYDC1	10
DPY30D1	DYDC1	10
EIF5AL1	EIF5AL1	10
EIF5AP1	EIF5AL1	10
bA342M3.3	EIF5AL1	10
HECTD2	HECTD2	10
-	HECTD2	10
FGFBP3	FGFBP3	10
C10orf13	FGFBP3	10
FGF-BP3	FGFBP3	10
LOC143286	LOC143286	10
-	LOC143286	10
EIF3LP2	EIF3LP2	10
EIF3EIPP2	EIF3LP2	10
EIF3S6IPP2	EIF3LP2	10
YWHAZP3	YWHAZP3	10
-	YWHAZP3	10
C10orf82	C10orf82	10
-	C10orf82	10
CACUL1	CACUL1	10
C10orf46	CACUL1	10
CAC1	CACUL1	10
SYT9	SYT9	11
-	SYT9	11
LDLRAD3	LDLRAD3	11
LRAD3	LDLRAD3	11
PSMA8	PSMA8	18
PSMA7L	PSMA8	18
OR52B4	OR52B4	11
OR11-3	OR52B4	11
C11orf40	C11orf40	11
NOV1	C11orf40	11
OR52I2	OR52I2	11
OR11-12	OR52I2	11
OR52I1	OR52I2	11
OR51E1	OR51E1	11
D-GPCR	OR51E1	11
DGPCR	OR51E1	11
GPR136	OR51E1	11
GPR164	OR51E1	11
OR51E1P	OR51E1	11
OR52A3P	OR51E1	11
POGR	OR51E1	11
PSGR2	OR51E1	11
SSU72P3	SSU72P3	11
-	SSU72P3	11
RBMXP3	RBMXP3	11
-	RBMXP3	11
XRRA1	XRRA1	11
-	XRRA1	11
UBQLNL	UBQLNL	11
-	UBQLNL	11
MUC15	MUC15	11
MUC-15	MUC15	11
PAS3	MUC15	11
PASIII	MUC15	11
LOC143666	LOC143666	11
-	LOC143666	11
C11orf94	C11orf94	11
-	C11orf94	11
FAM76B	FAM76B	11
-	FAM76B	11
SESN3	SESN3	11
SEST3	SESN3	11
PIWIL4	PIWIL4	11
HIWI2	PIWIL4	11
MIWI2	PIWIL4	11
ARHGAP42	ARHGAP42	11
GRAF3	ARHGAP42	11
KBTBD3	KBTBD3	11
BKLHD3	KBTBD3	11
CWF19L2	CWF19L2	11
-	CWF19L2	11
KDELC2	KDELC2	11
-	KDELC2	11
LAYN	LAYN	11
-	LAYN	11
TTC36	TTC36	11
HBP21	TTC36	11
C11orf84	C11orf84	11
-	C11orf84	11
PLEKHA7	PLEKHA7	11
-	PLEKHA7	11
ST13P5	ST13P5	11
FAM10A5	ST13P5	11
SPTY2D1	SPTY2D1	11
Spt2	SPTY2D1	11
TMEM86A	TMEM86A	11
-	TMEM86A	11
OR10A5	OR10A5	11
JCG6	OR10A5	11
OR10A1	OR10A5	11
OR11-403	OR10A5	11
OR2AG1	OR2AG1	11
OR11-79	OR2AG1	11
OR2AG3	OR2AG1	11
DNHD1	DNHD1	11
C11orf47	DNHD1	11
CCDC35	DNHD1	11
DHCD1	DNHD1	11
DNHD1L	DNHD1	11
PRICKLE1	PRICKLE1	12
EPM1B	PRICKLE1	12
RILP	PRICKLE1	12
AMDHD1	AMDHD1	12
HMFT1272	AMDHD1	12
SLC2A14	SLC2A14	12
GLUT14	SLC2A14	12
SLC2A3P3	SLC2A14	12
OVOS2	OVOS2	12
-	OVOS2	12
BCDIN3D	BCDIN3D	12
-	BCDIN3D	12
ALG10B	ALG10B	12
ALG10	ALG10B	12
KCR1	ALG10B	12
GLIPR1L2	GLIPR1L2	12
-	GLIPR1L2	12
RFLNA	RFLNA	12
CFM2	RFLNA	12
FAM101A	RFLNA	12
ZNF664	ZNF664	12
ZFOC1	ZNF664	12
ZNF176	ZNF664	12
LINC00477	LINC00477	12
C12orf67	LINC00477	12
FAM191B	LINC00477	12
ETFRF1	ETFRF1	12
LYRM5	ETFRF1	12
DSPA2D	DSPA2D	12
-	DSPA2D	12
CPNE8	CPNE8	12
-	CPNE8	12
TMEM120B	TMEM120B	12
-	TMEM120B	12
WDR66	WDR66	12
CaM-IP4	WDR66	12
GLT1D1	GLT1D1	12
-	GLT1D1	12
TSPAN19	TSPAN19	12
-	TSPAN19	12
BEST3	BEST3	12
VMD2L3	BEST3	12
E2F7	E2F7	12
-	E2F7	12
SOCS2-AS1	SOCS2-AS1	12
-	SOCS2-AS1	12
CEP83-AS1	CEP83-AS1	12
CCDC41-AS1	CEP83-AS1	12
KRT80	KRT80	12
KB20	KRT80	12
CFAP54	CFAP54	12
C12orf55	CFAP54	12
C12orf63	CFAP54	12
A2ML1	A2ML1	12
CPAMD9	A2ML1	12
p170	A2ML1	12
A2M-AS1	A2M-AS1	12
-	A2M-AS1	12
C12orf66	C12orf66	12
-	C12orf66	12
RPL14P1	RPL14P1	12
RPL14L	RPL14P1	12
RPL14_1_1246	RPL14P1	12
bcm1298	RPL14P1	12
C12orf60	C12orf60	12
-	C12orf60	12
ST13P3	ST13P3	12
FAM10A3	ST13P3	12
FAM10A3P	ST13P3	12
FBXL14	FBXL14	12
Fbl14	FBXL14	12
HMGA1P3	HMGA1P3	12
HMGA1L3	HMGA1P3	12
HMGIYL3	HMGA1P3	12
RAD9B	RAD9B	12
-	RAD9B	12
FAM109A	FAM109A	12
IPIP27A	FAM109A	12
SES1	FAM109A	12
LINC00934	LINC00934	12
-	LINC00934	12
LINC00355	LINC00355	13
-	LINC00355	13
LINC00410	LINC00410	13
-	LINC00410	13
FAM216B	FAM216B	13
C13orf30	FAM216B	13
LACC1	LACC1	13
C13orf31	LACC1	13
FAMIN	LACC1	13
LINC00330	LINC00330	13
NCRNA00330	LINC00330	13
ESRRAP2	ESRRAP2	13
ESTRRA	ESRRAP2	13
ESRRAP1	ESRRAP1	13
ESRRAP	ESRRAP1	13
bA76K19.2	ESRRAP1	13
LINC00343	LINC00343	13
LINC00344	LINC00343	13
NCRNA00343	LINC00343	13
NCRNA00344	LINC00343	13
HNRNPA1L2	HNRNPA1L2	13
-	HNRNPA1L2	13
ST13P4	ST13P4	13
FAM10A4	ST13P4	13
FAM10A4P	ST13P4	13
B3GLCT	B3GLCT	13
B3GALTL	B3GLCT	13
B3GTL	B3GLCT	13
B3Glc-T	B3GLCT	13
Gal-T	B3GLCT	13
beta3Glc-T	B3GLCT	13
C14orf144	C14orf144	14
-	C14orf144	14
LINC00239	LINC00239	14
C14orf72	LINC00239	14
NCRNA00239	LINC00239	14
LINC00637	LINC00637	14
-	LINC00637	14
RDH12	RDH12	14
LCA13	RDH12	14
RP53	RDH12	14
SDR7C2	RDH12	14
RPL24P3	RPL24P3	14
RPL24_2_1385	RPL24P3	14
ADAM21P1	ADAM21P1	14
ADAM21P	ADAM21P1	14
LINC00618	LINC00618	14
C14orf63	LINC00618	14
GSC	GSC	14
SAMS	GSC	14
RPSAP4	RPSAP4	14
LAMR1P4	RPSAP4	14
RPSA_27_1403	RPSAP4	14
SERPINA12	SERPINA12	14
OL-64	SERPINA12	14
PRIMA1	PRIMA1	14
PRIMA	PRIMA1	14
MIPOL1	MIPOL1	14
CCDC193	MIPOL1	14
RPL21P7	RPL21P7	14
-	RPL21P7	14
NUP50P1	NUP50P1	14
NUP50P	NUP50P1	14
PPP1R36	PPP1R36	14
C14orf50	PPP1R36	14
SLC38A6	SLC38A6	14
NAT-1	SLC38A6	14
SNAT6	SLC38A6	14
C14orf37	C14orf37	14
UT2	C14orf37	14
c14_5376	C14orf37	14
FRMD6-AS1	FRMD6-AS1	14
C14orf82	FRMD6-AS1	14
ABHD12B	ABHD12B	14
BEM46L3	ABHD12B	14
C14orf29	ABHD12B	14
c14_5314	ABHD12B	14
LOC145474	LOC145474	14
-	LOC145474	14
PTGR2	PTGR2	14
HEL-S-298	PTGR2	14
PGR2	PTGR2	14
ZADH1	PTGR2	14
FAM161B	FAM161B	14
C14orf44	FAM161B	14
c14_5547	FAM161B	14
LRRC74A	LRRC74A	14
C14orf166B	LRRC74A	14
LRRC74	LRRC74A	14
RPLP1P1	RPLP1P1	14
RPLP1_4_1394	RPLP1P1	14
ISM2	ISM2	14
TAIL1	ISM2	14
THSD3	ISM2	14
CEP128	CEP128	14
C14orf145	CEP128	14
C14orf61	CEP128	14
LEDP/132	CEP128	14
MDP1	MDP1	14
FN6PASE	MDP1	14
MDP-1	MDP1	14
TTC7B	TTC7B	14
TTC7L1	TTC7B	14
c14_5685	TTC7B	14
LRFN5	LRFN5	14
C14orf146	LRFN5	14
FIGLER8	LRFN5	14
SALM5	LRFN5	14
PWAR1	PWAR1	15
D15S227E	PWAR1	15
PAR-1	PWAR1	15
PAR1	PWAR1	15
TERB2	TERB2	15
C15orf43	TERB2	15
LOC145678	LOC145678	15
-	LOC145678	15
LOC145694	LOC145694	15
-	LOC145694	15
C2CD4A	C2CD4A	15
FAM148A	C2CD4A	15
NLF1	C2CD4A	15
LYSMD4	LYSMD4	15
-	LYSMD4	15
RPS3AP6	RPS3AP6	15
RPS3A-like	RPS3AP6	15
RPS3A_20_1440	RPS3AP6	15
FAM81A	FAM81A	15
-	FAM81A	15
GCOM1	GCOM1	15
GRINL1A	GCOM1	15
Gcom2	GCOM1	15
MYZAP	GCOM1	15
MYZAP-POLR2M	GCOM1	15
gcom	GCOM1	15
LOC145783	LOC145783	15
-	LOC145783	15
C15orf65	C15orf65	15
-	C15orf65	15
PGPEP1L	PGPEP1L	15
-	PGPEP1L	15
LINC00924	LINC00924	15
-	LINC00924	15
DRAIC	DRAIC	15
-	DRAIC	15
LOC145845	LOC145845	15
-	LOC145845	15
C15orf61	C15orf61	15
-	C15orf61	15
C15orf32	C15orf32	15
-	C15orf32	15
HAPLN3	HAPLN3	15
EXLD1	HAPLN3	15
HsT19883	HAPLN3	15
MESP2	MESP2	15
SCDO2	MESP2	15
bHLHc6	MESP2	15
TMCO5A	TMCO5A	15
TMCO5	TMCO5A	15
LOC145945	LOC145945	15
-	LOC145945	15
SPATA8	SPATA8	15
SRG8	SPATA8	15
NRG4	NRG4	15
HRG4	NRG4	15
LINC00052	LINC00052	15
NCRNA00052	LINC00052	15
TMEM83	LINC00052	15
FSCN1P1	FSCN1P1	15
-	FSCN1P1	15
ZSCAN29	ZSCAN29	15
ZNF690	ZSCAN29	15
Zfp690	ZSCAN29	15
RPS3AP47	RPS3AP47	15
RPS3A_22_1428	RPS3AP47	15
TTBK2	TTBK2	15
SCA11	TTBK2	15
TTBK	TTBK2	15
CDAN1	CDAN1	15
CDA1	CDAN1	15
CDAI	CDAN1	15
CDAN1A	CDAN1	15
DLT	CDAN1	15
PRO1295	CDAN1	15
RPL7P47	RPL7P47	16
RPL7_27_1478	RPL7P47	16
SLC38A8	SLC38A8	16
FVH2	SLC38A8	16
VWA3A	VWA3A	16
-	VWA3A	16
OTOA	OTOA	16
CT108	OTOA	16
DFNB22	OTOA	16
ZFP90	ZFP90	16
FIK	ZFP90	16
NK10	ZFP90	16
ZNF756	ZFP90	16
zfp-90	ZFP90	16
CARMIL2	CARMIL2	16
CARMIL2b	CARMIL2	16
LRRC16C	CARMIL2	16
RLTPR	CARMIL2	16
KCTD19	KCTD19	16
-	KCTD19	16
CMTM4	CMTM4	16
CKLFSF4	CMTM4	16
CMTM2	CMTM2	16
CKLFSF2	CMTM2	16
BEAN1	BEAN1	16
BEAN	BEAN1	16
SCA31	BEAN1	16
LOC146253	LOC146253	16
-	LOC146253	16
TEKT5	TEKT5	16
CT149	TEKT5	16
RNF151	RNF151	16
-	RNF151	16
PRR35	PRR35	16
C16orf11	PRR35	16
LA16c-366D1.2	PRR35	16
FBXL16	FBXL16	16
C16orf22	FBXL16	16
Fbl16	FBXL16	16
c380A1.1	FBXL16	16
SSTR5-AS1	SSTR5-AS1	16
-	SSTR5-AS1	16
C16orf92	C16orf92	16
-	C16orf92	16
